id,title,year,url,abstract,triage_score,matches_known_d01_anchor,screening_status,provenance,abstract_provenance
doi:10.1088/0957-0233/11/7/303,Techniques for blade tip clearance measurements with capacitive probes,2000,https://doi.org/10.1088/0957-0233/11/7/303,,8,False,UNSCREENED,"[{""abstract_available"": false, ""db"": ""crossref"", ""query"": ""tip clearance optical capacitive measurement fan blade"", ""rank"": 5, ""source_id"": ""doi:10.1088/0957-0233/11/7/303""}]","{""abstract_available"": false, ""db"": ""crossref"", ""query"": ""tip clearance optical capacitive measurement fan blade"", ""rank"": 5, ""source_id"": ""doi:10.1088/0957-0233/11/7/303""}"
doi:10.1109/imtc.2002.1007093,Capacitive blade tip clearance measurements for a micro gas turbine,,https://doi.org/10.1109/imtc.2002.1007093,,8,False,UNSCREENED,"[{""abstract_available"": false, ""db"": ""crossref"", ""query"": ""tip clearance optical capacitive measurement fan blade"", ""rank"": 6, ""source_id"": ""doi:10.1109/imtc.2002.1007093""}]","{""abstract_available"": false, ""db"": ""crossref"", ""query"": ""tip clearance optical capacitive measurement fan blade"", ""rank"": 6, ""source_id"": ""doi:10.1109/imtc.2002.1007093""}"
doi:10.1115/1.4023468,Tip Clearance Investigation of a Ducted Fan Used in VTOL Unmanned Aerial Vehicles—Part I: Baseline Experiments and Computational Validation,2013,https://doi.org/10.1115/1.4023468,"Ducted fans that are popular choices in vertical take-off and landing (VTOL) unmanned aerial vehicles (UAV) offer a higher static thrust/power ratio for a given diameter than open propellers. Although ducted fans provide high performance in many VTOL applications, there are still unresolved problems associated with these systems. Fan rotor tip leakage flow is a significant source of aerodynamic loss for ducted fan VTOL UAVs and adversely affects the general aerodynamic performance of these vehicles. The present study utilized experimental and computational techniques in a 559 mm diameter ducted fan test system that has been custom designed and manufactured. The experimental investigation consisted of total pressure measurements using Kiel total pressure probes and real time six-component force and torque measurements. The computational technique used in this study included a 3D Reynolds-averaged Navier–Stokes (RANS) based computational fluid dynamics model of the ducted fan test system. Reynolds-averaged Navier–Stokes simulations of the flow around the rotor blades and duct geometry in the rotating frame of reference provided a comprehensive description of the tip leakage and passage flow. The experimental and computational analysis performed for various tip clearances were utilized in understanding the effect of the tip leakage flow on the aerodynamic performance of ducted fans used in VTOL UAVs. The aerodynamic measurements and results of the RANS simulations showed good ag",8,False,UNSCREENED,"[{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""ducted fan non-uniform tip clearance experimental"", ""rank"": 10, ""source_id"": ""doi:10.1115/1.4023468""}, {""abstract_available"": true, ""db"": ""crossref"", ""query"": ""ducted fan tip clearance ovality"", ""rank"": 4, ""source_id"": ""doi:10.1115/1.4023468""}]","{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""ducted fan non-uniform tip clearance experimental"", ""rank"": 10, ""source_id"": ""doi:10.1115/1.4023468""}"
doi:10.1115/96-ta-001,Review of Progress in the Development of Capacitive Sensors for Blade Tip Clearance Measurement,1996,https://doi.org/10.1115/96-ta-001,"This paper describes how blade tip clearances can be measured with capacitive sensors and the right electronic devices. The design of a capacitive sensor is tightly connected to the engine environment, but also the electronic system which is used to calculate the blade tip clearance. We present two kinds of capacitive sensors : the composite and the integral sensors we developed for use in a compressor. Based on that experience we are developing and testing turbine versions of these designs. In an aero gas turbine the design aim is sensors that shall survive temperatures and vibrations as high as 1,300°C and 150 G’s.",8,False,UNSCREENED,"[{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""tip clearance optical capacitive measurement fan blade"", ""rank"": 3, ""source_id"": ""doi:10.1115/96-ta-001""}]","{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""tip clearance optical capacitive measurement fan blade"", ""rank"": 3, ""source_id"": ""doi:10.1115/96-ta-001""}"
doi:10.1115/97-gt-406,Effects of Non-Axisymmetric Tip Clearance on Axial Compressor Performance and Stability,1997,https://doi.org/10.1115/97-gt-406,"The effects of circumferentially non-uniform lip clearance on axial compressor performance and stability have been investigated experimentally and analytically. A theoretical model for compressor behavior with non-axisymmetric tip clearance has been developed and used to design a series of first-of-a-kind experiments on a four-stage, low speed compressor. The experiments and computational results together show clearly the central physical features and controlling parameters of compressor response to non-axisymmetric lip clearance. It was found that the loss in stall margin was more severe than that estimated based on average clearance. The stall point was, in fact, closer to that obtained with uniform clearance at the maximum clearance level. The circumferential length scale of the tip clearance (and accompanying flow asymmetry) was an important factor in determining the stall margin reduction. For the same average clearance, the loss in peak pressure rise was 50% higher for an asymmetry with fundamental wavelength equal to the compressor circumference than with wavelength equal to one-half the circumference. The clearance asymmetry had much less of an effect on peak efficiency; the measured maximum efficiency decrease obtained was less than 0.4 percent compared to the 8% decrease in peak pressure rise due to the asymmetric clearance. The efficiency penalty due to non-axisymmetric tip clearance was thus close to that obtained with a uniform clearance at the cir",8,False,UNSCREENED,"[{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""non-axisymmetric tip clearance rotor performance"", ""rank"": 14, ""source_id"": ""doi:10.1115/97-gt-406""}]","{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""non-axisymmetric tip clearance rotor performance"", ""rank"": 14, ""source_id"": ""doi:10.1115/97-gt-406""}"
doi:10.1115/gt2004-53563,The Measurement of Turbomachinery Blade Vibration Through Tip Timing With Capacitance Tip Clearance Probes,2004,https://doi.org/10.1115/gt2004-53563,"Turbomachinery blade vibrations can cause High Cycle Fatigue, which reduces blade life. In order to observe this vibration a non-intrusive monitoring system is sought. The vibration can be detected by measuring blade tip timing since in the presence of vibration the blade timing will differ slightly from the passing time calculated from rotor speed. Much research and development has gone into investigating the ability of optical probes to achieve this. However, this paper looks at the potential for a dual use capacitance probe sensor to measure both tip timing and tip clearance. This paper provides new insights into the ability of a commercially available capacitance probe tip clearance measurement system for application as a non-intrusive turbomachinery blade tip timing measurement device. This is done by correlating capacitance probe tip timing results with simultaneously measured blade-mounted strain gauge vibration results and precise rotational speeds. Thus the characterisation of the performance of the capacitance probe system when measuring blade vibration on a full-sized low-speed research compressor is analysed and reported.",8,False,UNSCREENED,"[{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""tip clearance optical capacitive measurement fan blade"", ""rank"": 19, ""source_id"": ""doi:10.1115/gt2004-53563""}]","{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""tip clearance optical capacitive measurement fan blade"", ""rank"": 19, ""source_id"": ""doi:10.1115/gt2004-53563""}"
doi:10.1115/gt2011-46356,Tip Clearance Investigation of a Ducted Fan Used in VTOL UAVS: Part 1—Baseline Experiments and Computational Validation,2011,https://doi.org/10.1115/gt2011-46356,"Ducted fans that are popular choices in vertical take-off and landing (VTOL) unmanned aerial vehicles (UAV) offer a higher static thrust/power ratio for a given diameter than open propellers. Although ducted fans provide high performance in many VTOL applications, there are still unresolved problems associated with these systems. Fan rotor tip leakage flow is a significant source of aerodynamic loss for ducted fan VTOL UAVs and adversely affects the general aerodynamic performance of these vehicles. The present study utilized experimental and computational techniques in a 22″ diameter ducted fan test system that has been custom designed and manufactured. Experimental investigation consisted of total pressure measurements using Kiel total pressure probes and real time six-component force and torque measurements. The computational technique used in this study included a 3D Reynolds-Averaged Navier Stokes (RANS) based CFD model of the ducted fan test system. RANS simulations of the flow around rotor blades and duct geometry in the rotating frame of reference provided a comprehensive description of the tip leakage and passage flow. The experimental and computational analysis performed for various tip clearances were utilized in understanding the effect of the tip leakage flow on aerodynamic performance of ducted fans used in VTOL UAVs. The aerodynamic measurements and results of the RANS simulations showed good agreement especially near the tip region.",8,False,UNSCREENED,"[{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""ducted fan non-uniform tip clearance experimental"", ""rank"": 9, ""source_id"": ""doi:10.1115/gt2011-46356""}, {""abstract_available"": true, ""db"": ""crossref"", ""query"": ""ducted fan tip clearance ovality"", ""rank"": 3, ""source_id"": ""doi:10.1115/gt2011-46356""}]","{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""ducted fan non-uniform tip clearance experimental"", ""rank"": 9, ""source_id"": ""doi:10.1115/gt2011-46356""}"
doi:10.1243/jmes_jour_1974_016_070_02,Theoretical Studies of Tip Clearance and Radial Variation of Blade Loading on the Operation of Ducted Fans and Propellers,1974,https://doi.org/10.1243/jmes_jour_1974_016_070_02,"Actuator disc theory and surface singularity techniques are applied to the performance of ducted fans and propellers, with particular reference to the radial clearance between rotor tips and duct inner surface and the radial distribution of rotor-blade loading. Many accounts have been written on ducted propellers but none includes the effects of clearance in any other than an approximate manner, that is, one-dimensional theory. The few studies that have been made of the radial variation in blade loading have been inconclusive and vague, mainly because of the inadequate duct model employed. Here an accurate nonlinear theory is used to represent the duct and centrebody which has already been used successfully in the prediction of ducted propeller performance. Actuator disc theory, which is particularly suitable for combination with blade-element theory, is used to represent the variable-load propeller. Computed performance characteristics compare favourably with experimental results and the present studies enable the designer to fix both tip clearance and radial load distribution to suit the particular application under consideration. The general conclusions confirm and reinforce the limited experimental results available.",8,False,UNSCREENED,"[{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""ducted fan tip clearance ovality"", ""rank"": 25, ""source_id"": ""doi:10.1243/jmes_jour_1974_016_070_02""}]","{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""ducted fan tip clearance ovality"", ""rank"": 25, ""source_id"": ""doi:10.1243/jmes_jour_1974_016_070_02""}"
doi:10.1088/1361-6501/ad915f,Blade tip clearance measurement method based on blade tip timing without the once per revolution sensor,2024,https://doi.org/10.1088/1361-6501/ad915f,"Abstract The rotor blade tip clearance (BTC) of an aeroengine is a critical parameter that significantly impacts its performance and safety. Accurately determining dynamic BTC has been a focal point of research in experimental testing. Among the effective measurement methods for dynamic BTC, the laser triangulation method based on blade tip timing (BTT) stands out. However, this method typically relies on an once-per-revolution (OPR) sensor for rotor speed and blade serial number information during measurement, leading to increased installation and maintenance costs as well as additional measurement uncertainties. In response to this challenge, this paper presents two signal processing method that eliminate the need for an OPR sensor. The first method, referred to as ‘none OPR method 1,’ closely follows the measurement principles of the traditional method but employs a skewed dual light probe (SDLP) signal to extract rotational speed information, thus obviating the need for an OPR sensor. The second method, ‘none OPR method 2,’ introduces a novel data processing approach that enables BTC determination without any source of rotor speed information. Both methods utilize dynamic and static BTC matching techniques to identify blade serial numbers and achieve BTC measurement without an OPR sensor on a simulated rotor experimental bench. Comparative analysis with traditional method BTC measurements reveals that, under stable rotor speeds, all methods achieve similar",7,False,UNSCREENED,"[{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""tip clearance optical capacitive measurement fan blade"", ""rank"": 11, ""source_id"": ""doi:10.1088/1361-6501/ad915f""}]","{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""tip clearance optical capacitive measurement fan blade"", ""rank"": 11, ""source_id"": ""doi:10.1088/1361-6501/ad915f""}"
doi:10.1088/1742-6596/2428/1/012032,Research on Tip Clearance Measurement Technology of Aero-engine Blade Based on Optical Fiber Sensing System,2023,https://doi.org/10.1088/1742-6596/2428/1/012032,"Abstract A novel non-contact detecting method of aero-engine blade tip clearance based on an optical fiber sensing system is presented. To eliminate the sensor measurement error caused by the slight change of the reflectivity value of the mechanical end face when the light source angle fluctuates and rotates, a three-coil coaxial fiber bundle sensor is proposed. Relevant experimental results show that the system has the advantages of high measurement sensitivity, small sensing probe volume, strong electromagnetic interference resistance, and high reliability. The application of this technology provides an effective method for dynamic radial gap detection of high-speed rotating machinery.",7,False,UNSCREENED,"[{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""tip clearance optical capacitive measurement fan blade"", ""rank"": 38, ""source_id"": ""doi:10.1088/1742-6596/2428/1/012032""}]","{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""tip clearance optical capacitive measurement fan blade"", ""rank"": 38, ""source_id"": ""doi:10.1088/1742-6596/2428/1/012032""}"
doi:10.1088/1742-6596/2820/1/012030,Feasibility verification of a vertically foldable propeller,2024,https://doi.org/10.1088/1742-6596/2820/1/012030,"Abstract This study designs a vertically folding paddle to reduce the lateral dimensions of the hollow-wheeled multi-rotor flying vehicle, minimize the impact of the paddles on the carrying platform, and enhance its capacity to maneuver through tight places when walking on the ground. Force analysis is used with the rotor’s known kinematic characteristics to determine the paddle blade’s efficiency at various throttle settings. To confirm the design’s viability, a test platform is constructed, the motion data of the vertically folding paddle is recorded, and the effectiveness of the two paddles is examined.",7,False,UNSCREENED,"[{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""foldable duct propeller rotor"", ""rank"": 15, ""source_id"": ""doi:10.1088/1742-6596/2820/1/012030""}]","{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""foldable duct propeller rotor"", ""rank"": 15, ""source_id"": ""doi:10.1088/1742-6596/2820/1/012030""}"
doi:10.1115/1.2777187,Optimized Shroud Design for Axial Turbine Aerodynamic Performance,2008,https://doi.org/10.1115/1.2777187,"This paper presents a comprehensive study of the effect of shroud design in axial turbine aerodynamics. Experimental measurements and numerical simulations have been conducted on three different test cases with identical blade geometry and tip clearances but different shroud designs. The first and second test cases are representative of a full shroud and a nonaxisymmetric partial shroud geometry while the third test case uses an optimized partial shroud. Partial shrouds are sometimes used in industrial application in order to benefit from the advantage of shrouded configuration, as well as reduce mechanical stress on the blades. However, the optimal compromise between mechanical considerations and aerodynamic performances is still an open issue due to the resulting highly three-dimensional unsteady flow field. Aerodynamic performance is measured in a low-speed axial turbine facility and shows that there are clear differences between the test cases. In addition, steady and time resolved measurements are performed together with computational analysis in order to improve the understanding of the effect of the shroud geometry on the flow field and to quantify the sources of the resultant additional losses. The flow field analysis shows that the effect of the shroud geometry is significant from 60% blade height span to the tip. Tip leakage vortex in the first rotor is originated in the partial shroud test cases while the full shroud case presents only a weak indigenous tip passage",7,False,UNSCREENED,"[{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""segmented shroud rotor duct seam aerodynamic"", ""rank"": 31, ""source_id"": ""doi:10.1115/1.2777187""}]","{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""segmented shroud rotor duct seam aerodynamic"", ""rank"": 31, ""source_id"": ""doi:10.1115/1.2777187""}"
doi:10.1115/1.2814098,A Blade-by-Blade Tip Clearance Measurement System for Gas Turbine Applications,1995,https://doi.org/10.1115/1.2814098,"It is difficult to make a reliable measurement of running clearance in the hostile environment over the blading of a modern gas turbine. When engine manufacturers require the measurement to be made over every blade during live engine tests, system reliability, ruggedness, and ease of operation are of primary importance. This paper describes a tip clearance measurement system that can measure clearance over every blade around a rotor. The measurement system concept is presented, and the system design described in detail. Commissioning of the measurement system on a compressor test facility, and the results obtained are discussed. An analysis of system performance during the commissioning trials concludes the paper.",7,False,UNSCREENED,"[{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""tip clearance optical capacitive measurement fan blade"", ""rank"": 26, ""source_id"": ""doi:10.1115/1.2814098""}]","{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""tip clearance optical capacitive measurement fan blade"", ""rank"": 26, ""source_id"": ""doi:10.1115/1.2814098""}"
doi:10.1115/1.4023469,Tip Clearance Investigation of a Ducted Fan Used in VTOL Unmanned Aerial Vehicles—Part II: Novel Treatments Via Computational Design and Their Experimental Verification,2013,https://doi.org/10.1115/1.4023469,"Ducted fan based vertical lift systems are excellent candidates to be in the group of the next generation vertical lift vehicles, with many potential applications in general aviation and military missions. Although ducted fans provide high performance in many “vertical take-off and landing” (VTOL) applications, there are still unresolved problems associated with these systems. Fan rotor tip leakage flow adversely affects the general aerodynamic performance of ducted fan VTOL unmanned aerial vehicles (UAVs). The current study utilized a three-dimensional Reynolds-averaged Navier–Stokes (RANS) based computational fluid dynamics (CFD) model of ducted fan for the development and design analysis of novel tip treatments. Various tip leakage mitigation schemes were introduced by varying the chordwise location and the width of the extension in the circumferential direction. Reduced tip clearance related flow interactions were essential in improving the energy efficiency and range of ducted fan based vehicles. Full and inclined pressure side tip squealers were also designed. Squealer tips were effective in changing the overall trajectory of the tip vortex to a higher path in radial direction. The interaction of rotor blades and tip vortex was effectively reduced and the aerodynamic performance of the rotor blades was improved. The overall aerodynamic gain was a measurable reduction in leakage mass flow rate. This leakage reduction increased thrust significantly. Experimental measureme",7,False,UNSCREENED,"[{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""ducted fan non-uniform tip clearance experimental"", ""rank"": 4, ""source_id"": ""doi:10.1115/1.4023469""}, {""abstract_available"": true, ""db"": ""crossref"", ""query"": ""ducted fan tip clearance ovality"", ""rank"": 6, ""source_id"": ""doi:10.1115/1.4023469""}]","{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""ducted fan non-uniform tip clearance experimental"", ""rank"": 4, ""source_id"": ""doi:10.1115/1.4023469""}"
